dataset,budget_ms,seed,method,certificate,eb-nocorrection,point-estimate,posthoc-oracle,realized,ndcg10
fiqa,80.0,31,Static-Qwen3,,0.2761076109352486,0.0061530009614064,0.004944375772558714,0.004944375772558714,0.7238211662308368
fiqa,80.0,31,Static-SPLADE,,0.2517391774807573,0.0,0.0,0.0,0.6167311331860953
fiqa,80.0,31,Static-ColBERTv2,,0.7967029392189847,0.580039371881152,0.7144622991347342,0.7144622991347342,0.5991223177128441
fiqa,80.0,31,Static-E5,,0.2517391774807573,0.0,0.0,0.0,0.5658096355260593
fiqa,120.0,13,CWC,0.44191463050080554,0.32722375976005924,0.010649875621890547,0.0012437810945273632,0.0012437810945273632,0.7331937932881494
fiqa,120.0,13,StaticBest-cal,,0.32722375976005924,0.010649875621890547,0.0,0.0,0.7331937932881494
fiqa,120.0,13,CostGreedy-cal,,0.32722375976005924,0.010649875621890547,0.0012437810945273632,0.0012437810945273632,0.7331937932881494
fiqa,120.0,13,Static-Qwen3,,0.32722375976005924,0.010649875621890547,0.0,0.0,0.7331937932881494
fiqa,120.0,13,Static-SPLADE,,0.2850458392594048,0.0,0.0,0.0,0.6287176931864467
fiqa,120.0,13,Static-ColBERTv2,,0.8166521033714843,0.45434577861418324,0.43781094527363185,0.43781094527363185,0.5964419946941604
fiqa,120.0,13,Static-E5,,0.2850458392594048,0.0,0.0,0.0,0.5722571255628905
fiqa,120.0,17,CWC,0.4206215303275105,0.3243525728262472,0.0016622230999637929,0.0,0.0,0.6827909276664443
fiqa,120.0,17,StaticBest-cal,,0.31776948056735577,0.0,0.0,0.0,0.7099445517135625
fiqa,120.0,17,CostGreedy-cal,,0.3243525728262472,0.0016622230999637929,0.0,0.0,0.7099445517135625
fiqa,120.0,17,Static-Qwen3,,0.31776948056735577,0.0,0.0,0.0,0.7099445517135625
fiqa,120.0,17,Static-SPLADE,,0.31776948056735577,0.0,0.0,0.0,0.5983026197257808
fiqa,120.0,17,Static-ColBERTv2,,0.7565914134822067,0.382912511282216,0.42233632862644416,0.42233632862644416,0.5772995198647266
fiqa,120.0,17,Static-E5,,0.31776948056735577,0.0,0.0,0.0,0.5488683519681298
fiqa,120.0,23,CWC,0.3560796044087941,0.26641292926702026,0.001728547490960402,0.0012787723785166241,0.0012787723785166241,0.7321925408536971
fiqa,120.0,23,StaticBest-cal,,0.2595671649366391,0.0,0.0012787723785166241,0.0012787723785166241,0.7321925408536971
fiqa,120.0,23,CostGreedy-cal,,0.26641292926702026,0.001728547490960402,0.0012787723785166241,0.0012787723785166241,0.7321925408536971
fiqa,120.0,23,Static-Qwen3,,0.2595671649366391,0.0,0.0012787723785166241,0.0012787723785166241,0.7321925408536971
fiqa,120.0,23,Static-SPLADE,,0.2595671649366391,0.0,0.0,0.0,0.6275363983511955
fiqa,120.0,23,Static-ColBERTv2,,0.785095659858646,0.45190991304921424,0.42071611253196933,0.42071611253196933,0.6050684703860351
fiqa,120.0,23,Static-E5,,0.2595671649366391,0.0,0.0,0.0,0.5727542447402736
fiqa,120.0,29,CWC,0.3806549492337181,0.273570702568952,0.0,0.002506265664160401,0.002506265664160401,0.7213521099798316
fiqa,120.0,29,StaticBest-cal,,0.273570702568952,0.0,0.002506265664160401,0.002506265664160401,0.7213521099798316
fiqa,120.0,29,CostGreedy-cal,,0.273570702568952,0.0,0.002506265664160401,0.002506265664160401,0.7213521099798316
fiqa,120.0,29,Static-Qwen3,,0.273570702568952,0.0,0.0012531328320802004,0.0012531328320802004,0.7213521099798316
fiqa,120.0,29,Static-SPLADE,,0.273570702568952,0.0,0.0,0.0,0.6248678330053989
fiqa,120.0,29,Static-ColBERTv2,,0.800000973426385,0.45667493170810286,0.42857142857142855,0.42857142857142855,0.6045440566382655
