phase,dataset,budget_ms,seed,policy,n_eval,mean_ms,p50_ms,p95_ms,p99_ms,slo_violation,ndcg10,throughput_qps,distinct_plans,probe_ms,route_ms
closed_loop,nfcorpus,50.0,31,CWC,436,14.670032865278115,5.54880197159946,47.19225876033306,102.87237862357868,0.04357798165137615,0.09138516413974102,68.08655090745327,2,2.2197512935402743,0.24317660787646925
closed_loop,nfcorpus,50.0,31,StaticBest-cal,436,1.5548337977208675,0.8873549522832036,3.350379702169448,3.549412137363106,0.0,0.08842833910764014,635.7431432120095,1,0.0,0.0
closed_loop,nfcorpus,50.0,31,CostGreedy-cal,436,1.5501867421185,0.8954457007348537,3.318665490951389,3.55019673006609,0.0,0.08842833910764014,637.6801285536042,1,0.0,0.0
closed_loop,nfcorpus,50.0,31,Static-BestQuality,436,81.76632684873366,70.06021263077855,130.71734429104254,134.62760266847908,0.8142201834862385,0.09939696061945,12.224993811816674,1,0.0,0.0
closed_loop,nfcorpus,50.0,31,Static-Fallback,436,1.5506528445023942,0.8946660673245788,3.297133487649262,3.6596067016944285,0.0,0.08842833910764014,637.4007381950657,1,0.0,0.0
closed_loop,nfcorpus,50.0,31,Oracle-perItem,436,4.268324552659253,0.7190200267359614,25.345352478325367,43.03823335794726,0.0,0.11882334935279307,232.6247780662103,7,0.0,0.0
closed_loop,nfcorpus,100.0,13,CWC,413,48.57533097889536,51.802391186356544,81.94067729637027,89.33882514014839,0.0,0.10674589433831769,20.569103482828055,3,2.3305680006336575,0.2977034899002487
closed_loop,nfcorpus,100.0,13,StaticBest-cal,413,56.65203416156278,42.185896076262,100.21874094381928,106.25000248663127,0.06053268765133172,0.11055032403622127,17.644194218937574,1,0.0,0.0
closed_loop,nfcorpus,100.0,13,CostGreedy-cal,413,55.93859761407639,41.766209062188864,98.68717342615128,100.90284153819084,0.026634382566585957,0.11055032403622127,17.869209170505556,1,0.0,0.0
closed_loop,nfcorpus,100.0,13,Static-BestQuality,413,85.8410820291664,72.7344979532063,136.27488389611244,141.31788940168917,0.38256658595641646,0.1148178915281045,11.64486368705773,1,0.0,0.0
closed_loop,nfcorpus,100.0,13,Static-Fallback,413,36.661163981570965,21.722926991060376,77.7382898144424,80.24081286974251,0.0,0.09988367089568194,27.244752262148282,1,0.0,0.0
closed_loop,nfcorpus,100.0,13,Oracle-perItem,413,10.801283801628443,0.7524830289185047,74.26715190522371,93.8920453004539,0.002421307506053269,0.1373551795953626,92.30850763381684,7,0.0,0.0
closed_loop,nfcorpus,100.0,17,CWC,417,37.32387538289102,23.183528101071715,81.14270423538983,85.18256305716932,0.0,0.10317848895654097,26.75876408319458,2,2.3420896521843164,0.28994468005030133
closed_loop,nfcorpus,100.0,17,StaticBest-cal,417,55.739918499805334,41.35263105854392,101.22550781816244,103.3243509195745,0.10071942446043165,0.10796335925953256,17.93279065512712,1,0.0,0.0
closed_loop,nfcorpus,100.0,17,CostGreedy-cal,417,55.379380774628416,41.654512053355575,100.63235373236239,102.24305579438806,0.07673860911270983,0.10796335925953256,18.049439577550867,1,0.0,0.0
closed_loop,nfcorpus,100.0,17,Static-BestQuality,417,83.17545634567094,69.99417394399643,131.20495700277388,136.03930502198637,0.3669064748201439,0.11205922079256127,12.018014335376984,1,0.0,0.0
closed_loop,nfcorpus,100.0,17,Static-Fallback,417,35.323166125398174,20.994901889935136,77.76021747849882,79.36597371473907,0.0,0.10032250423265546,28.27587717689691,1,0.0,0.0
closed_loop,nfcorpus,100.0,17,Oracle-perItem,417,11.357511442860396,0.798380933701992,75.14879866503179,100.34792475402347,0.011990407673860911,0.14009841584596563,87.78096698595681,7,0.0,0.0
